"id_keyphrase";"keyphrase";"stemmed_keyphrase"
6532;"Visual Basic";"visual bas"
6533;"Visual Basic .NET";"visual basic .net"
6534;"Visual cryptography";"visual cryptographi"
6535;"Visual Mind";"visual mind"
6536;"Visual perception";"visual percept"
6537;"Visual programming languages.";"visual programming languages."
6538;"Visual Recognition";"visual recognit"
6539;"VISUAL STUDIO .NET";"visual studio .net"
6540;"VList";"vlist"
6541;"VM";"vm"
6542;"Vocabulary mismatch";"vocabulary mismatch"
6543;"Vocabulary OneSource";"vocabulary onesourc"
6544;"Vocoder";"vocod"
6545;"Voice inversion";"voice invers"
6546;"VoiD";"void"
6547;"Volunteer computing";"volunteer comput"
6548;"Von Neumann universe";"von neumann univers"
6549;"Von Staudt–Clausen theorem";"von staudt–clausen theorem"
6550;"Vormetric";"vormetr"
6551;"Voronoi deformation density";"voronoi deformation dens"
6552;"Voronoi diagram";"voronoi diagram"
6553;"Vowpal Wabbit";"vowpal wabbit"
6554;"VPLEX";"vplex"
6555;"VPN";"vpn"
6556;"VPN gateway";"vpn gatewai"
6557;"VP-tree";"vp-tree"
6558;"W3C";"w3c"
6559;"Waffles";"waffl"
6560;"Wagstaff prime";"wagstaff prim"
6561;"Wald`s maximin model";"wald`s maximin model"
6562;"Waledac botnet";"waledac botnet"
6563;"Walking robot";"walking robot"
6564;"Wallis product";"wallis product"
6565;"Wall–Sun–Sun prime";"wall–sun–sun prim"
6566;"Walsh–Hadamard transform";"walsh–hadamard transform"
6567;"WAN";"wan"
6568;"Wang and Landau algorithm";"wang and landau algorithm"
6569;"Wang B-machine";"wang b-machin"
6570;"Wang tile";"wang til"
6571;"Warnsdorff`s algorithm";"warnsdorff`s algorithm"
6572;"Watchman route problem";"watchman route problem"
6573;"Water model";"water model"
6574;"Wavelet";"wavelet"
6575;"Weak duality";"weak dual"
6576;"Weak heap";"weak heap"
6577;"Weak interpretability";"weak interpret"
6578;"Weak ontology";"weak ontolog"
6579;"Weakening";"weaken"
6580;"Weakest precondition";"weakest precondit"
6581;"Weakly compact cardinal";"weakly compact cardin"
6582;"Weakly hyper-Woodin cardinal";"weakly hyper-woodin cardin"
6583;"Weakly inaccessible cardinal";"weakly inaccessible cardin"
6584;"Weakly o-minimal structure";"weakly o-minimal structur"
6585;"Web API";"web api"
6586;"Web application";"web appl"
6587;"Web container";"web contain"
6588;"Web IDL";"web idl"
6589;"Web link analysis";"web link analysi"
6590;"Web of trust";"web of trust"
6591;"Web Ontology Language";"web ontology languag"
6592;"Web resource";"web resourc"
6593;"Web Rule Language";"web rule languag"
6594;"Web Services Modeling Language";"web services modeling languag"
6595;"Web-based language";"web-based languag"
6596;"WebML";"webml"
6597;"Weight-balanced tree";"weight-balanced tre"
6598;"Weighted Micro Function Points";"weighted micro function point"
6599;"Weil conjectures";"weil conjectur"
6600;"Weka";"weka"
6601;"Weka`s classification tools";"weka`s classification tool"
6602;"Well-founded set";"well-founded set"
6603;"Well-order";"well-ord"
6604;"Well-posed problem";"well-posed problem"
6605;"Well-structured transition system";"well-structured transition system"
6606;"Westmere";"westmer"
6607;"Wetware";"wetwar"
6608;"what you see is what you get";"what you see is what you get"
6609;"Wheel graph";"wheel graph"
6610;"White box";"white box"
6611;"Whitehead`s point-free geometry";"whitehead`s point-free geometri"
6612;"Whitening transformation";"whitening transform"
6613;"WHOART";"whoart"
6614;"Whole genome sequencing";"whole genome sequenc"
6615;"Wide Area Network";"wide area network"
6616;"Widget";"widget"
6617;"Wieferich prime";"wieferich prim"
6618;"Wildfire modeling";"wildfire model"
6619;"Wilkie`s theorem";"wilkie`s theorem"
6620;"Wilkinson matrix";"wilkinson matrix"
6621;"Wilkinson`s polynomial";"wilkinson`s polynomi"
6622;"Wilson prime";"wilson prim"
6623;"Wilson`s theorem";"wilson`s theorem"
6624;"WIMP Point-and-click";"wimp point-and-click"
6625;"Window managers";"window manag"
6626;"Wine classification";"wine classif"
6627;"Winner-take-all";"winner-take-al"
6628;"Winnow";"winnow"
6629;"Win–stay";"win–stai"
6630;"Wing-shape optimization";"wing-shape optim"
6631;"Wireless Markup Language";"wireless markup languag"
6632;"Witness set";"witness set"
6633;"WML";"wml"
6634;"Wolfe conditions";"wolfe condit"
6635;"Wolff algorithm";"wolff algorithm"
6636;"Wolfram Alpha";"wolfram alpha"
6637;"Wolstenholme prime";"wolstenholme prim"
6638;"Woodall prime";"woodall prim"
6639;"Woodin cardinal";"woodin cardin"
6640;"Word problem for groups";"word problem for group"
6641;"WordNet";"wordnet"
6642;"Word-sense induction";"word-sense induct"
6643;"Workaround";"workaround"
6644;"Workflow Open Service Interface Definition";"workflow open service interface definit"
6645;"Workrave";"workrav"
6646;"Workspace";"workspac"
6647;"Workstation";"workstat"
6648;"World Health Imaging";"world health imag"
6649;"World Wide Web Consortium";"world wide web consortium"
6650;"World-systems theory";"world-systems theori"
6651;"WormBase";"wormbas"
6652;"WormBook";"wormbook"
6653;"Worse is better";"worse is bett"
6654;"Worst-Fit Scheme";"worst-fit schem"
6655;"WRF-Fire";"wrf-fire"
6656;"Wright";"wright"
6657;"Writer invariant";"writer invari"
6658;"writing systems";"writing system"
6659;"W-shingling";"w-shingl"
6660;"WSMO";"wsmo"
6661;"WYSIWYG";"wysiwyg"
6662;"WYSIWYM";"wysiwym"
6663;"WYSIWYS";"wysiwi"
6664;"X.1035";"x.1035"
6665;"X.509 syntax";"x.509 syntax"
6666;"X-fast trie";"x-fast tri"
6667;"XHTML";"xhtml"
6668;"XHTML Friends Network";"xhtml friends network"
6669;"X-machine";"x-machin"
6670;"XMIND";"xmind"
6671;"XML";"xml"
6672;"XNAT";"xnat"
6673;"Xor linked list";"xor linked list"
6674;"XOXO";"xoxo"
6675;"XRX";"xrx"
6676;"X-tree";"x-tree"
6677;"Xwrits";"xwrit"
6678;"Xymon";"xymon"
6679;"YAGO";"yago"
6680;"YAK";"yak"
6681;"Yao`s test";"yao`s test"
6682;"Yebol";"yebol"
6683;"Y-fast trie";"y-fast tri"
6684;"Yoneda lemma";"yoneda lemma"
6685;"Yummly";"yummli"
6686;"Z notation";"z notat"
6687;"Z++";"z++"
6688;"Zabbix";"zabbix"
6689;"Zanamivir";"zanamivir"
6690;"Zariski geometry";"zariski geometri"
6691;"Z-channel";"z-channel"
6692;"Zeebox";"zeebox"
6693;"Zemanta";"zemanta"
6694;"Zemor`s decoding algorithm";"zemor`s decoding algorithm"
6695;"Zeno machine";"zeno machin"
6696;"Zermelo set theory";"zermelo set theori"
6697;"Zermelo-Fraenkel set theory";"zermelo-fraenkel set theori"
6698;"Zero differential overlap";"zero differential overlap"
6699;"Zero morphism";"zero morph"
6700;"Zero object";"zero object"
6701;"Zero one infinity rule";"zero one infinity rul"
6702;"Zero sharp";"zero sharp"
6703;"Zero suppressed decision diagram";"zero suppressed decision diagram"
6704;"Zero turn-around time";"zero turn-around tim"
6705;"ZeroAccess botnet";"zeroaccess botnet"
6706;"Zhu–Takaoka string matching algorithm";"zhu–takaoka string matching algorithm"
6707;"Ziff–Gulari–Barshad model";"ziff–gulari–barshad model"
6708;"Ziggurat algorithm";"ziggurat algorithm"
6709;"Zigzag code";"zigzag cod"
6710;"Zipper";"zipper"
6711;"Z-matrix";"z-matrix"
6712;"Znám`s problem";"znám`s problem"
6713;"ZocDoc";"zocdoc"
6714;"Zooming user interface";"zooming user interfac"
6715;"Z-order";"z-order"
6716;"Zorn`s lemma";"zorn`s lemma"
6717;"ZUI";"zui"
6718;"Zyablov bound";"zyablov bound"
6719;"Zyrion Traverse";"zyrion travers"
6720;"?-automaton";"?-automaton"
6721;"A+";"a+"
6722;"45 nanometer";"45 nanomet"
6723;"480p";"480p"
6724;"625/50";"625/50"
6725;"90 nanometer";"90 nanomet"
6726;"ACA";"aca"
6727;"ACAE";"aca"
6728;"AcceleratedSAP";"acceleratedsap"
6729;"accelerator board";"accelerator board"
6730;"ACE";"ac"
6731;"ACID";"acid"
6732;"active tag";"active tag"
6733;"Adobe Certified Associate";"adobe certified associ"
6734;"Adobe Certified Expert";"adobe certified expert"
6735;"AIDC";"aidc"
6736;"air conditioning airflow efficiency";"air conditioning airflow effici"
6737;"AMD Virtualization";"amd virtu"
6738;"amperage";"amperag"
6739;"analog-to-digital converter";"analog-to-digital convert"
6740;"apogee";"apoge"
6741;"application virtualization";"application virtu"
6742;"architecture";"architectur"
6743;"areal density";"areal dens"
6744;"aspect ratio";"aspect ratio"
6745;"AT command set";"at command set"
6746;"baud";"baud"
6747;"BER";"ber"
6748;"bit rate";"bit rat"
6749;"BogoMips";"bogomip"
6750;"bot";"bot"
6751;"BPL";"bpl"
6752;"BPL repeater";"bpl repeat"
6753;"bps";"bp"
6754;"Btu";"btu"
6755;"business analysis manager";"business analysis manag"
6756;"BWTP";"bwtp"
6757;"C++ Software Engineer";"c++ software engin"
6758;"caliper";"calip"
6759;"candela";"candela"
6760;"capacitor";"capacitor"
6761;"CAPTCHA";"captcha"
6762;"Carbon Nanotube Technology";"carbon nanotube technolog"
6763;"CCNA";"ccna"
6764;"Certified Information Systems Security Professional";"certified information systems security profession"
6765;"CFM";"cfm"
6766;"CICS";"cic"
6767;"CISSP";"cissp"
6768;"clean computing";"clean comput"
6769;"Client Support Manager";"client support manag"
6770;"clock speed";"clock spe"
6771;"clock tick";"clock tick"
6772;"cloud storage";"cloud storag"
6773;"CloudStack";"cloudstack"
6774;"CMC";"cmc"
6775;"cobot";"cobot"
6776;"color depth";"color depth"
6777;"commit charge";"commit charg"
6778;"computer literacy";"computer literaci"
6779;"computer ontology";"computer ontolog"
6780;"computer system";"computer system"
6781;"computer systems administrator";"computer systems administr"
6782;"computeracy";"computeraci"
6783;"contrast ratio";"contrast ratio"
6784;"cpi";"cpi"
6785;"cps";"cp"
6786;"cycle time";"cycle tim"
6787;"data glove";"data glov"
6788;"data logging";"data log"
6789;"data transfer rate";"data transfer r"
6790;"DDP";"ddp"
6791;"debugger";"debugg"
6792;"decoupled";"decoupl"
6793;"dedicated";"dedic"
6794;"dendrimer";"dendrim"
6795;"depth of field";"depth of field"
6796;"desktop virtualization";"desktop virtu"
6797;"deterministic system";"deterministic system"
6798;"dielectric";"dielectr"
6799;"digital";"digit"
6800;"digital divide";"digital divid"
6801;"digital ink";"digital ink"
6802;"diode";"diod"
6803;"DNA computer";"dna comput"
6804;"dot pitch";"dot pitch"
6805;"dpi";"dpi"
6806;"dynamic";"dynam"
6807;"eBusiness";"ebusi"
6808;"eCos";"eco"
6809;"e-government";"e-govern"
6810;"e-learning";"e-learn"
6811;"embedded system";"embedded system"
6812;"emulation";"emul"
6813;"emulator";"emul"
6814;"end user";"end us"
6815;"ENIAC";"eniac"
6816;"equal error rate";"equal error r"
6817;"ergonomics";"ergonom"
6818;"erlang";"erlang"
6819;"ESD";"esd"
6820;"ESD wrist strap";"esd wrist strap"
6821;"false acceptance";"false accept"
6822;"false rejection";"false reject"
6823;"ferrofluid";"ferrofluid"
6824;"fixed length";"fixed length"
6825;"focal length";"focal length"
6826;"foobar";"foobar"
6827;"F-stop";"f-stop"
6828;"fully virtual";"fully virtu"
6829;"Gbps";"gbp"
6830;"GHz";"ghz"
6831;"goodput";"goodput"
6832;"GPR";"gpr"
6833;"GPU clock";"gpu clock"
6834;"gigabit";"gigabit"
6835;"gigabyte";"gigabyt"
6836;"half life";"half lif"
6837;"haptic interface";"haptic interfac"
6838;"hard error";"hard error"
6839;"HAVi";"havi"
6840;"HCI";"hci"
6841;"HIPPI";"hippi"
6842;"hit";"hit"
6843;"HPCC";"hpcc"
6844;"humanware";"humanwar"
6845;"Hyper-V";"hyper-v"
6846;"hypervisor";"hypervisor"
6847;"Hz";"hz"
6848;"image dimensions";"image dimens"
6849;"inductor";"inductor"
6850;"Information Systems Security Engineer";"information systems security engin"
6851;"Information Technology Architect";"information technology architect"
6852;"Information Technology Consultant";"information technology consult"
6853;"information technology degree";"information technology degre"
6854;"Information Technology Degree Programs";"information technology degree program"
6855;"Information Technology Director";"information technology director"
6856;"Information Technology Manager";"information technology manag"
6857;"information technology specialist";"information technology specialist"
6858;"information technology supervisor";"information technology supervisor"
6859;"information technology trainer";"information technology train"
6860;"infrared";"infrar"
6861;"instruction cycle";"instruction cycl"
6862;"Instruction-Level Parallelism";"instruction-level parallel"
6863;"Intel Virtualization Technology";"intel virtualization technolog"
6864;"interactive";"interact"
6865;"interoperability";"interoper"
6866;"IOPS";"iop"
6867;"IT";"it"
6868;"IT business liaison";"it business liaison"
6869;"IT network administrator";"it network administr"
6870;"IT Network Engineer";"it network engin"
6871;"IT Program Manager";"it program manag"
6872;"IVR";"ivr"
6873;"iWarp";"iwarp"
6874;"Joule";"joul"
6875;"KB";"kb"
6876;"Kbps";"kbp"
6877;"kHz";"khz"
6878;"kilobit";"kilobit"
6879;"kinesthetic";"kinesthet"
6880;"Kinesthetic Haptic Interfaces";"kinesthetic haptic interfac"
6881;"LAN network administrator";"lan network administr"
6882;"legacy";"legaci"
6883;"lithography";"lithographi"
6884;"logical";"logic"
6885;"Logical Domain";"logical domain"
6886;"LPAR";"lpar"
6887;"lux";"lux"
6888;"macromolecule";"macromolecul"
6889;"mAh";"mah"
6890;"MB";"mb"
6891;"Mbps";"mbp"
6892;"MCDST";"mcdst"
6893;"MCSE";"mcse"
6894;"megabit";"megabit"
6895;"megabyte";"megabyt"
6896;"megapixel";"megapixel"
6897;"MegaTransfer";"megatransf"
6898;"memristance";"memrist"
6899;"memristor";"memristor"
6900;"MEMS";"mem"
6901;"meta";"meta"
6902;"MFLOP";"mflop"
6903;"MHz";"mhz"
6904;"mickey";"mickei"
6905;"microarchitecture";"microarchitectur"
6906;"microsensor";"microsensor"
6907;"Microsoft Certified Desktop Support Technician";"microsoft certified desktop support technician"
6908;"Microsoft Certified Professional";"microsoft certified profession"
6909;"Microsoft Certified Systems Administrator";"microsoft certified systems administr"
6910;"MOEMS";"moem"
6911;"monomer";"monom"
6912;"mote";"mote"
6913;"ms";"ms"
6914;"MST";"mst"
6915;"MTBF";"mtbf"
6916;"MTDL";"mtdl"
6917;"MTTR";"mttr"
6918;"multi-port memories";"multi-port memori"
6919;"nanocomputer";"nanocomput"
6920;"nanolithography";"nanolithographi"
6921;"nanometer";"nanomet"
6922;"nanosecond";"nanosecond"
6923;"nanotechnology";"nanotechnolog"
6924;"nanotube";"nanotub"
6925;"network engineer";"network engin"
6926;"network support engineer";"network support engin"
6927;"network virtualization";"network virtu"
6928;"neural network";"neural network"
6929;"new media";"new media"
6930;"NEXT";"next"
6931;"nit";"nit"
6932;"NLP";"nlp"
